STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform
3819,"SORU SOLA BEEL, PALTAN 
BAZAR, GUWAHATI",LAKE,ASSAM,20,33,0.3,2.3,6.8,7.5,471,526,25.0,28.5,1.00,7.00,1400,3900,3900,12000
3820,"BORSOLA BEEL, SARABBHATTI, 
GUWAHATI",LAKE,ASSAM,20,34,0.3,2.2,6.8,7.5,436,529,25.5,34.8,1.20,4.10,2000,4300,2800,15000
3821,"DIPLAI BEEL AT SILGARA, 
KOKRAJHAR",LAKE,ASSAM,21,34,4.1,5.1,7.1,7.5,43,65,1.2,2.4,0.60,1.00,300,730,360,1400
4337,"KAMALABARI LAKE INSIDE 
KAMALABARI CHILDREN,S 
PARK, GELEKY",LAKE,ASSAM,17,32,4.5,7.6,6.7,7.6,31,59,1.3,2.6,0.20,1.10,2,2,2,930
1263,"ELANGABEEL SYSTEM POND 
(CONNECTED TO R. KOLANG), 
ASSAM",POND,ASSAM,18,34,1.0,6.6,7.0,7.8,847,1004,2.3,2.9,1.20,1.80,300,1100,720,2800
2207,"BOR BEEL AT JAKAI., ASSAM",POND,ASSAM,20,26,4.2,7.7,6.9,7.4,153,203,1.0,2.8,0.60,1.10,300,910,720,2100
2208,"BORPUKHURI, NAZIRA, ASSAM",POND,ASSAM,19,31,5.2,7.4,7.1,7.8,28,62,1.4,2.4,0.60,1.10,2,360,2,910
2209,"GAURISAGAR TANK, 
GAURISAGAR, ASSAM",POND,ASSAM,20,31,6.0,7.5,7.0,7.8,22,33,1.0,2.4,0.10,0.90,2,360,300,730
2210,"RAJMAW PUKHURI, JORHAT, 
ASSAM",POND,ASSAM,19,33,6.3,7.9,6.8,8.1,80,93,1.9,2.3,0.40,1.60,2,910,300,1500
2211,"PADUMPUKHURI, TEZPUR, 
ASSAM",POND,ASSAM,21,32,6.8,8.0,7.0,8.2,273,313,1.2,2.6,0.70,1.20,300,910,720,2000
2212,"GOPHUR TANK, GOPHUR, 
ASSAM",POND,ASSAM,19,34,6.6,8.0,7.0,7.8,83,101,1.9,2.5,0.80,1.10,2,730,730,1500
2213,"JAIPAL PUKHURI, SIPAJHAR, 
ASSAM",POND,ASSAM,21,32,7.0,8.3,7.2,8.2,168,190,1.3,2.4,0.40,1.10,300,1100,720,2700
2214,"BOTODRIVA SATRA POND, 
NAGAON, ASSAM",POND,ASSAM,20,34,4.2,7.6,7.0,7.7,41,60,1.6,2.6,0.70,1.60,300,730,720,2000
2215,"SARAN BEEL, ASSAM",POND,ASSAM,20,34,4.3,10.0,7.0,7.7,57,84,1.6,2.4,0.70,2.00,2,730,300,2000
2216,"DIGHALI PUKHURI, 
GUWAHATI, ASSAM",POND,ASSAM,20,34,5.1,10.5,7.2,8.0,176,227,2.2,2.8,0.80,1.50,300,910,730,2000
2217,"SUBHAGYA KUNDA POND 
KAMAKHYA TEMPLE, 
GUWAHATI, ASSAM",POND,ASSAM,18,32,5.2,10.6,7.0,7.6,229,395,2.2,2.6,1.00,2.10,730,1500,1400,3500
2219,"BISHNU PUSKAR PUKHURI OF 
HAYAGRIB MADHAB TEMPLE, 
HAJO, ASSAM",POND,ASSAM,20,35,4.8,10.5,6.8,8.0,216,250,2.0,4.2,1.00,1.80,300,730,720,2100
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
2220,"CHAND DUBI BEEL, CHAND 
DUBI, ASSAM",POND,ASSAM,20,34,5.5,11.4,6.8,7.7,30,92,1.4,2.4,0.60,1.00,2,910,360,2800
2221,"GANGA PUKHURI, NALBARI 
(GORDON SCHOOL), ASSAM",POND,ASSAM,19,36,6.4,11.1,7.2,8.2,47,64,1.7,2.3,0.60,1.60,300,910,1100,2100
2222,"RAJADINIA PUKHURI AT 
ABHAYAPURI, ASSAM",POND,ASSAM,22,36,4.0,4.9,7.3,8.2,27,65,1.3,2.4,0.60,1.10,300,720,720,1500
2223,"MAHAMAYA MANDIR 
PUKHURI, ASSAM",POND,ASSAM,22,35,4.1,4.8,7.2,7.7,49,70,1.3,2.7,0.40,1.10,2,910,360,2700
2224,"RAJAPUKHURI AT GAURIPUR, 
ASSAM",POND,ASSAM,22,35,4.3,5.5,7.0,7.9,73,96,1.4,2.6,0.60,1.10,2,910,730,2100
2225,"BASKANDI POND INSIDE THE 
BASKANDI MADRASA, 
BASKANDI, ASSAM",POND,ASSAM,20,24,4.1,5.2,7.2,7.6,96,131,2.0,2.7,0.70,1.30,300,730,300,2000
2226,"SIVASAGAR TANK 
(BORPUKHURI) NEAR 
SIVADOL, ASSAM",POND,ASSAM,19,33,5.5,7.7,6.8,7.7,21,35,1.5,2.4,0.20,0.80,2,300,300,730
2227,"HORDAI PUKHURI, 
CHARAIDEW, ASSAM",POND,ASSAM,19,32,4.8,7.2,6.7,7.8,22,57,1.8,2.5,0.40,1.10,2,2,2,730
2228,"GALA BEEL AT DERGAON, 
ASSAM",POND,ASSAM,20,30,6.7,9.5,7.0,7.7,36,65,1.3,2.3,0.50,1.00,300,910,360,2000
3772,BORPUKHURI AT SONARI,POND,ASSAM,18,32,5.3,7.9,6.9,7.7,69,89,1.6,2.4,0.60,1.70,2,360,2,1400
3806,"POND WATER FROM 
RAMKRISHNA MISSION AT 
HAILAKANDI",POND,ASSAM,22,26,4.1,5.1,6.3,7.4,158,170,2.0,2.3,0.60,1.30,300,910,300,2100
3809,"JORPUKHURI AT UZANBAZAR 
(UGRATALA TEMPLE)",POND,ASSAM,20,35,4.2,10.3,7.0,7.7,387,421,2.2,2.7,0.80,1.80,360,1100,910,3500
4006,"NETAI PUKHURI AT NETAI 
PUKHURI",POND,ASSAM,20,31,5.6,8.0,6.8,7.9,21,34,1.9,2.5,0.30,1.40,2,300,300,730
4334,"THOWRADOLE PUKHURI, 
THOWRADOLE G.P. DEMOW 
BLOCK",POND,ASSAM,19,33,4.2,7.8,7.2,7.8,49,71,1.4,2.4,0.40,1.60,2,360,300,910
1532,"GOYSAGAR TANK, SIBSAGAR, 
ASSAM",TANK,ASSAM,20,30,6.6,7.3,6.7,7.6,21,31,1.3,2.3,0.70,1.10,2,2,300,600
2557,"KAWAR LAKE, BEGUSARAI",LAKE,BIHAR,16,36,3.5,16.0,7.3,9.0,205,263,1.4,6.1,0.11,0.20,780,160000,2700,160000
2571,MOTI JHEEL AT MOTIHARII,LAKE,BIHAR,17,30,4.5,16.6,7.3,9.7,627,1050,1.8,26.0,0.09,0.95,1100,28000,3300,160000
4296,"SIKANDRAPUR, 
MUZAFFARPUR",LAKE,BIHAR,19,32,1.0,22.0,7.2,9.5,397,991,1.9,18.4,0.11,0.68,2100,54000,4600,92000
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
2573,TIGHI TALAB AT GAYA,POND,BIHAR,14,30,2.9,13.0,7.1,9.0,470,968,1.2,5.0,0.18,5.99,17000,160000,22000,160000
2574,SURAJ KUND AT GAYA,POND,BIHAR,14,31,6.0,14.0,7.5,8.6,237,688,3.0,8.0,0.05,1.01,360,160000,3300,160000
2046,"SUKHNA LAKE, CHANDIGARH",LAKE,CHANDIGARH,16,30,7.1,9.8,7.4,8.5,215,288,0.7,3.6,0.52,4.00,8,5449,9,80000
3163,"HITKASA TAILING DAM, 
RAJHARA, 
CHHATISGARH.(DALLI 
RAJHARA IRON ORE MINES, 
DALLI RAJHARA)",LAKE,CHHATTISGARH,23,36,6.3,6.9,7.1,7.7,308,308,7.0,16.0,0.44,0.44,1,360,6,1600
3164,"NEHRU NAGAR TALAB, BHILAI, 
CHHATISGARH.",POND,CHHATTISGARH,24,33,6.5,7.4,7.1,7.6,322,322,1.6,86.4,0.36,0.36,5,300,1,1600
3030,"SANJAY LAKE, DELHI",LAKE,DELHI,-,-,14.2,14.2,8.1,8.1,840,840,13.0,13.0,5.90,5.90,1700,1700,16000,16000
3031,"BHALSWA LAKE, DELHI",LAKE,DELHI,-,-,-,-,8.1,8.1,5250,5250,82.0,82.0,1.74,1.74,8200,8200,920000,920000
3476,"LAKE NEAR IIT FLYOVER, DELHI",LAKE,DELHI,-,-,14.2,14.2,8.2,8.2,670,670,38.0,38.0,24.92,24.92,220,220,3500,3500
1549,"SALAULIM LAKE AT SALAULIM 
- SANGUEM, GOA",LAKE,GOA,27,31,5.9,8.8,6.5,7.6,21,83,0.1,2.1,0.11,0.32,5,170,13,350
2269,"MAYEM LAKE, BICHOLIM",LAKE,GOA,27,32,5.6,7.9,5.6,6.9,42,72,0.1,0.1,0.11,0.32,1100,2300,2200,4900
3175,ANJUNEM LAKE,LAKE,GOA,27,30,3.9,7.7,5.8,7.4,41,78,0.1,2.0,0.11,0.32,8,540,13,920
3176,RUMDER LAKE,LAKE,GOA,27,31,1.3,6.2,6.1,7.4,81,15330,0.1,6.2,0.11,3.61,1300,7900,1700,14000
3177,CARAMBOLIM LAKE,LAKE,GOA,26,31,4.8,8.0,6.3,8.1,34,395,0.1,3.6,0.11,0.51,490,2300,790,4900
3178,RAIA LAKE,LAKE,GOA,26,30,4.4,8.0,6.1,8.7,28,267,0.1,3.7,0.11,4.78,1300,4900,2300,7900
3179,SAIPEM LAKE,LAKE,GOA,28,30,4.1,5.8,7.0,7.3,176,358,0.1,5.0,0.63,2.59,3300,7000,4900,11000
3180,CURTORIM LAKE,LAKE,GOA,26,30,1.6,8.7,6.0,7.5,62,1671,0.1,6.2,0.11,1.96,1100,7000,2300,9400
4408,HARWALE WATER FALL,LAKE,GOA,27,31,7.3,8.0,6.2,7.3,55,153,0.1,2.3,0.11,0.45,1700,4900,3500,7000
1343,"KANKORIA LAKE AT 
AHMEDABAD, NR. BALVATIKA,",LAKE,GUJARAT,25,30,5.2,8.7,7.9,8.9,2303,3840,1.8,21.0,0.07,0.41,6,82,94,430
1344,"CHANDOLA LAKE AT 
AHMEDABAD,",LAKE,GUJARAT,25,30,5.7,8.2,7.3,8.3,36,601,2.7,6.0,0.03,0.33,15,92,120,460
1345,"AJWAH LAKE AT SRI SAYAJI 
SABVAR, BARODA,",LAKE,GUJARAT,22,32,3.5,8.8,7.9,8.4,9,419,0.1,0.9,0.12,0.62,2,20,17,120
1346,"SURSAGAR LAKE AT BARODA,",LAKE,GUJARAT,22,32,2.8,6.1,7.3,8.4,770,1299,0.1,5.1,0.18,0.74,21,540,120,920
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
1972,"NALSAROVAR LAKE (SANAND), 
DIST.AHMEDABAD",LAKE,GUJARAT,26,30,5.7,8.2,7.5,9.0,281,13220,1.8,17.0,0.09,0.35,8,170,110,350
1973,"BINDUSAROVAR, SIDDHPUR 
(DIST.PATAN)",LAKE,GUJARAT,21,33,5.5,8.2,7.2,8.2,1082,3113,0.9,6.0,0.05,6.90,5,33,40,170
1975,"LAKHOTA TALAV, JAMNAGAR",LAKE,GUJARAT,24,26,2.6,6.3,7.1,8.4,450,1360,0.4,3.0,0.28,0.32,6,7,17,27
1976,"NARSIMEHTA TALAV- 
JUNAGADH",LAKE,GUJARAT,22,28,2.6,8.9,7.3,8.4,355,1241,2.1,26.4,0.04,2.25,2,17,2,110
1977,CITY LAKE OF NADIAD,LAKE,GUJARAT,20,34,3.1,7.0,7.4,8.7,651,1777,0.1,6.3,0.18,0.88,12,120,110,540
2076,"ANKLESHWAR RESERVOIR AT 
GIDC ANKLESHWAR AT VALIA 
ROAD.",LAKE,GUJARAT,28,32,6.1,7.8,7.3,8.4,354,565,0.1,0.9,0.07,0.32,17,26,33,70
2077,"MOTICHER LAKE NEAR 
KAKARPAR ATOMIC POWER 
STATION, DIST. SURAT.",LAKE,GUJARAT,26,30,6.7,7.4,7.0,8.4,304,4533,0.2,1.5,0.05,0.15,2,12,12,63
2078,"KUWADAVA LAKE, VILL. 
KUWADAVA, DIST. RAJKOT.",LAKE,GUJARAT,25,30,4.2,7.3,7.3,8.3,922,2350,2.0,2.7,0.03,0.75,2,2,2,8
3197,"MACHHU-II DAM, 
RAFLESHWAR, MORBI, RAJKOT",LAKE,GUJARAT,24,30,5.4,7.2,6.4,8.5,502,1832,0.1,2.3,0.03,0.28,2,2,2,2
3198,"GOMTI LAKE, OPP, 
RANCHODAJI TEMPLE, DAKOR, 
KHEDA",LAKE,GUJARAT,21,31,4.1,6.3,7.2,8.2,383,562,0.6,2.6,0.12,0.68,12,94,84,350
3199,"HAMISAR TALAV, BHUJ",LAKE,GUJARAT,26,32,6.1,6.9,7.0,7.7,371,695,1.1,2.6,0.03,0.23,2,7,2,26
3200,"MOONSAR LAKE OF 
VIRAMGAM",LAKE,GUJARAT,27,30,0.6,8.3,8.4,9.2,704,18330,6.0,170.0,0.15,0.50,21,540,220,920
3201,"MALAV TALAV, DHOLKA",LAKE,GUJARAT,27,30,4.6,8.6,9.0,9.3,2451,4408,6.0,24.0,0.04,0.32,26,540,120,920
3202,"VHERAIMATA TALAV AT 
ANAND",LAKE,GUJARAT,25,29,4.7,7.5,7.6,8.4,250,802,3.7,6.4,0.16,0.18,210,1600,920,1600
1979,"OLPAD, VILLAGE POND:OLPAD, 
SURAT",POND,GUJARAT,26,30,6.5,7.8,7.0,8.4,532,7359,0.3,2.6,0.06,0.25,9,47,41,430
2079,"DHUDHIA TALAV AT NAVSARI, 
DIST. NAVSARI.",POND,GUJARAT,24,34,5.2,7.4,7.1,8.5,324,4317,0.2,1.8,0.03,0.28,2,36,2,84
1971,"THOL TANK (KALOL) (DIST. 
MEHASANA)",TANK,GUJARAT,24,30,4.3,8.2,7.2,8.4,420,843,4.0,20.0,0.04,0.66,4,170,8,470
1349,"BRAHMSAROVAR LAKE AT 
KURUKSHETRA",LAKE,HARYANA,14,28,7.0,10.5,7.2,8.1,216,1850,1.6,5.2,0.09,2.30,200,2000,140,11000
1392,"KAUSSHALAYA LAKE, PINJORE, 
PANCHKULA",LAKE,HARYANA,14,29,6.7,9.6,7.0,8.4,329,905,1.2,7.6,0.06,3.14,130,26000,260,233000
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
3032,"SULTANPUR LAKE, DELHI",LAKE,HARYANA,-,-,-,-,7.7,7.7,300,300,2.1,2.1,7.41,7.41,2,2,2,2
3033,SOHNA LAKE,LAKE,HARYANA,5,13,6.0,6.8,7.0,7.9,340,920,4.0,19.0,2.10,9.30,-,-,-,-
4857,"SANHIT SAROVAR, 
KURUSHETRA",POND,HARYANA,24,29,6.8,9.9,7.1,8.3,240,1720,2.2,7.5,0.05,2.38,100,100,110,1400
1291,"GOBINDSAGAR LAKE AT 
BILASPUR",LAKE,"HIMACHAL 
PRADESH",16,22,8.3,10.1,7.3,8.5,169,397,0.1,0.4,0.10,3.39,63,140,280,920
1292,"PONGDAM LAKE AT PONG 
VILLAGE,",LAKE,"HIMACHAL 
PRADESH",13,28,8.1,9.6,6.7,8.0,178,306,0.1,0.3,0.07,1.30,2,2,25,70
1429,"RENUKA LAKE , 35 KM FROM 
PATNA SAHIB NORTH",LAKE,"HIMACHAL 
PRADESH",15,27,6.1,7.6,6.7,7.6,483,6124,0.8,2.0,0.01,1.23,12,33,38,170
2649,RIWALSAR LAKE,LAKE,"HIMACHAL 
PRADESH",16,24,5.6,9.6,7.1,8.1,144,204,1.6,9.0,0.06,1.68,49,350,350,1600
2650,KHAZIAR LAKE,LAKE,"HIMACHAL 
PRADESH",3,22,5.9,6.7,6.6,7.9,60,139,0.4,6.5,0.22,1.63,2,20,32,240
1309,DAL LAKE AT SRINAGAR,LAKE,"JAMMU & 
KASHMIR",12,27,4.9,9.1,7.2,8.3,130,226,1.3,2.7,-,-,-,-,-,-
2738,"(MANSAR LAKE AT MID 
POINT(MANSAR LAKE)",LAKE,"JAMMU & 
KASHMIR",15,24,7.6,7.8,7.2,7.7,105,220,0.3,0.4,0.01,0.02,-,-,-,-
2739,"MANSAR LAKE POINT OF 
DISCHARGE OF WASTE WATER 
FROM DIFFERENT 
ESTABLISHMENTS NEAR NAG 
TEMPLE",LAKE,"JAMMU & 
KASHMIR",15,24,6.2,7.6,7.3,7.9,110,234,0.4,0.6,0.02,0.03,-,-,-,-
2740,"(MANSAR LAKE AT MID 
POINT(SURINSAR LAKE), J&K",LAKE,"JAMMU & 
KASHMIR",8,24,5.4,6.8,8.1,8.2,120,212,3.2,4.8,0.03,0.04,-,-,-,-
2741,"SURINSAR LAKE POINT OF 
DISCHARGE OF WASTE WATER 
FROM DIFFERENT 
ESTABLISHMENTS",LAKE,"JAMMU & 
KASHMIR",15,23,5.2,6.6,8.2,8.2,180,224,4.0,5.6,0.04,0.05,-,-,-,-
3251,DAL LAKE AT DALGATE,LAKE,"JAMMU & 
KASHMIR",11,26,6.2,8.8,7.3,7.7,135,250,2.4,3.1,-,-,-,-,-,-
3252,DAL LAKE AT CHAIRCHINARI,LAKE,"JAMMU & 
KASHMIR",18,29,5.5,8.7,7.4,8.2,128,234,2.0,3.3,-,-,-,-,-,-
3253,DAL LAKE NEAR NISHAT LAM,LAKE,"JAMMU & 
KASHMIR",18,27,4.5,9.6,7.3,8.6,154,284,3.0,5.6,-,-,-,-,-,-
3254,DAL LAKE AT ABIKARPORA,LAKE,"JAMMU & 
KASHMIR",19,29,3.7,8.5,7.1,8.4,126,239,2.2,3.2,-,-,-,-,-,-
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
3256,"DAL LAKE AT ENTRY POINT OF 
TALIBAL NALLAH",LAKE,"JAMMU & 
KASHMIR",14,29,3.7,9.9,7.1,8.4,106,377,1.0,3.3,-,-,-,-,-,-
3257,DAL LAKE AT HABAK,LAKE,"JAMMU & 
KASHMIR",19,28,4.6,8.9,7.3,8.0,214,359,3.2,5.3,-,-,-,-,-,-
3258,DAL LAKE AT HAZRATBAL,LAKE,"JAMMU & 
KASHMIR",21,28,4.8,8.6,7.4,8.1,146,305,1.6,4.8,-,-,-,-,-,-
3259,DAL LAKE AT DHOBIGHAT,LAKE,"JAMMU & 
KASHMIR",19,29,5.0,8.4,7.2,8.5,133,281,2.0,4.6,-,-,-,-,-,-
3260,DAL LAKE AT SONALANK,LAKE,"JAMMU & 
KASHMIR",18,28,6.5,7.4,7.6,8.8,130,210,2.0,2.5,-,-,-,-,-,-
3261,"DAL LAKE AT NISHAT, WATER 
INTAKE POINT OF NISHAT 
WATER TREATMENT PLANT",LAKE,"JAMMU & 
KASHMIR",20,28,3.9,7.8,7.9,8.6,148,258,2.6,4.2,-,-,-,-,-,-
3262,"DAL LAKE AT NIGEEN, WATER 
INTAKE PT OF POKHRIBAL 
WATER TREATMENT PLANT",LAKE,"JAMMU & 
KASHMIR",20,28,5.2,8.7,7.5,8.5,132,241,1.0,2.8,-,-,-,-,-,-
3263,"WULAR LAKE AT NINGLI 
NALLAH",LAKE,"JAMMU & 
KASHMIR",12,25,3.9,6.3,7.3,7.4,106,281,0.1,1.5,-,-,-,-,-,-
3264,WULAR LAKE AT WATLAB,LAKE,"JAMMU & 
KASHMIR",17,25,3.6,8.7,7.1,7.4,108,269,0.1,3.1,-,-,-,-,-,-
3265,WULAR LAKE ATKANIBATH,LAKE,"JAMMU & 
KASHMIR",20,24,4.1,8.4,7.2,7.3,250,278,2.0,4.1,-,-,-,-,-,-
3266,"WULAR LAKE AT ENTRY PT OF 
ERIN NALLAH",LAKE,"JAMMU & 
KASHMIR",15,21,3.3,5.4,7.2,7.3,108,180,0.1,2.2,-,-,-,-,-,-
4040,DAL AT ASHAIBAGH BRIDGE,LAKE,"JAMMU & 
KASHMIR",19,30,5.6,8.7,7.6,8.2,143,227,1.0,2.6,-,-,-,-,-,-
4041,DAL AT NAYADYAR,LAKE,"JAMMU & 
KASHMIR",14,29,0.9,3.4,7.0,7.7,316,686,3.2,16.9,-,-,-,-,-,-
4042,DAL AT JOGILANKER,LAKE,"JAMMU & 
KASHMIR",14,29,0.5,3.2,7.1,7.5,350,708,3.6,17.4,-,-,-,-,-,-
4043,ANCHAR AT SINDH INFLOW,LAKE,"JAMMU & 
KASHMIR",13,27,2.7,8.0,7.3,7.8,125,528,1.4,3.6,-,-,-,-,-,-
4044,ANCHAR AT CENTRAL SITE,LAKE,"JAMMU & 
KASHMIR",16,30,2.7,7.2,7.1,7.6,228,417,1.6,4.5,-,-,-,-,-,-
4045,ANCHAR AT SANGAM,LAKE,"JAMMU & 
KASHMIR",17,29,0.7,4.5,7.1,7.3,185,520,2.4,4.9,-,-,-,-,-,-
4046,ANCHAR NEAR LKIMS,LAKE,"JAMMU & 
KASHMIR",19,29,0.7,2.6,7.1,8.3,205,505,3.4,6.4,-,-,-,-,-,-
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
4047,"ANCHAR AT JENAB SAHAB 
SOURA",LAKE,"JAMMU & 
KASHMIR",17,27,1.0,2.2,7.0,7.2,194,493,4.0,6.2,-,-,-,-,-,-
4048,WULAR AT SADERKOTE,LAKE,"JAMMU & 
KASHMIR",19,24,1.8,7.3,7.0,7.2,103,499,2.4,10.4,-,-,-,-,-,-
4049,WULAR AT ZALWAN,LAKE,"JAMMU & 
KASHMIR",18,19,2.8,7.2,7.0,7.6,90,241,1.6,5.8,-,-,-,-,-,-
4050,WULAR AT LANKRISH PORA,LAKE,"JAMMU & 
KASHMIR",16,16,3.5,3.5,7.1,7.1,260,260,5.8,5.8,-,-,-,-,-,-
2394,TOP CHANCHI LAKE,LAKE,JHARKHAND,15,33,7.4,7.9,7.4,7.6,-,-,0.9,1.5,-,-,-,-,-,-
2398,"DIMNA LAKE, DIMNA",LAKE,JHARKHAND,15,33,7.2,7.8,7.4,7.5,152,162,0.7,1.1,1.28,1.76,-,-,-,-
2402,HAZARIBAGH MEETHAJHIL,LAKE,JHARKHAND,16,29,6.4,8.3,6.7,7.6,-,-,1.1,2.8,-,-,-,-,-,-
2393,"SHIV GANGA POND, DEOGHAR",POND,JHARKHAND,16,35,8.0,8.8,7.2,8.6,308,318,2.1,18.8,-,-,-,-,-,-
4491,"HOLY POND OF SHIV GANGA 
JARMUNDI, DUMKA",POND,JHARKHAND,15,37,4.5,4.8,8.2,8.6,300,312,2.2,2.6,-,-,-,-,-,-
4740,"LOCO TALAB ) PUMPU TALAB), 
AT- BARMASIA, DHANBAD",POND,JHARKHAND,15,32,1.8,5.6,7.2,7.7,-,-,4.8,15.1,-,-,-,-,-,-
4741,"RANIBANDH TALAB NEAR ISM, 
DHANBAD",POND,JHARKHAND,14,30,1.8,6.0,7.1,7.6,-,-,10.5,14.0,-,-,-,-,-,-
1388,"ULSOOR LAKE TRAINING 
CENTRE OF FISH BREEDING,",LAKE,KARNATAKA,25,27,3.4,8.5,7.0,9.3,317,479,3.0,60.0,0.50,4.31,940,34000,5400,240000
1446,"HEBALLA VALLEY LAKE AT D/S 
ROAD BRIDGE NR. MANDYA,",LAKE,KARNATAKA,23,28,2.0,6.1,7.5,8.2,387,891,3.0,5.8,2.40,7.50,330,1200,2200,4300
3582,HEBBAL LAKE,LAKE,KARNATAKA,20,34,0.3,3.6,7.4,8.5,1076,2490,9.0,17.2,0.83,11.30,2100,4300,8400,13000
3583,KUKKARAHALLI LAKE,LAKE,KARNATAKA,21,29,6.0,6.9,7.9,9.2,512,633,2.8,5.2,1.00,2.80,580,1700,4300,6300
3584,DALAVAI LAKE,LAKE,KARNATAKA,21,32,0.5,3.2,7.3,8.3,722,1176,7.4,15.2,1.90,5.30,2100,6300,8400,14000
3585,YENNEHOLE LAKE,LAKE,KARNATAKA,19,33,0.3,2.8,7.4,8.4,919,1168,9.6,16.0,2.10,8.40,2100,7000,8400,15000
